Directory,Length,Biggest Branch,Smallest Branch,Farthest Leaf,Closest Leaf,# of Leaves,# of Species,# of Paralogs,# of Human seqs
/home/gideon/Documents/mphil_internship/Trees/22/2246.nh,25.876205999999996,4.30539,0.0,"(Tree node 'ENSPFOP00000029851' (0x7fcbf79c8fd), 4.612648)","(Tree node 'ENSPSIP00000013168' (0x7fcbf79be05), 0.28726599999999997)",135,61,74,0
/home/gideon/Documents/mphil_internship/Trees/22/2223.nh,27.632329000000002,3.85697,0.0,"(Tree node 'ENSCINP00000009882' (0x7fcbf797d31), 4.055706)","(Tree node 'ENSPMAP00000007024' (0x7fcbf796925), 0.5835049999999999)",136,70,66,0
/home/gideon/Documents/mphil_internship/Trees/22/2266.nh,26.733164999999996,2.51186,0.0,"(Tree node 'ENSCSAVP00000013571' (0x7fcbf793f95), 5.285204)","(Tree node 'ENSPSIP00000018464' (0x7fcbf7913e9), 1.026578)",135,68,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2270.nh,12.327715999999995,1.12041,0.0,"(Tree node 'F11A10.5' (0x7fcbf793fad), 1.12041)","(Tree node 'FBpp0077930' (0x7fcbf793fa9), 0.318197)",135,68,67,0
/home/gideon/Documents/mphil_internship/Trees/22/2237.nh,20.582559500000016,0.88612,0.0,"(Tree node 'ENSRNOP00000062009' (0x7fcbf7894d5), 1.6987935000000003)","(Tree node 'ENSLOCP00000008499' (0x7fcbf78f53d), 0.5873225)",135,70,65,0
/home/gideon/Documents/mphil_internship/Trees/22/2233.nh,16.123841000000002,0.92297,0.0,"(Tree node 'D2085.1' (0x7fcbf78b49d), 1.227744)","(Tree node 'ENSTNIP00000005604' (0x7fcbf789f39), 0.0)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2219.nh,25.553609000000005,4.69408,0.0,"(Tree node 'ENSDNOP00000034412' (0x7fcbf786051), 5.218815)","(Tree node 'ENSACAP00000018284' (0x7fcbf786059), 0.31443499999999996)",136,64,72,0
/home/gideon/Documents/mphil_internship/Trees/22/2295.nh,29.966345000000004,3.09869,0.0,"(Tree node 'ENSCINP00000002445' (0x7fcbf788ce9), 3.49512)","(Tree node 'ENSLOCP00000014387' (0x7fcbf788131), 1.001454)",134,66,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2242.nh,24.192745,1.36515,0.0,"(Tree node 'ENSOANP00000012262' (0x7fcbf7836ed), 2.113514)","(Tree node 'ENSMGAP00000009298' (0x7fcbf77d739), 0.5198699999999999)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/22/2254.nh,16.389494,0.841988,0.0,"(Tree node 'ENSAMXP00000009012' (0x7fcbf77eb11), 1.46825)","(Tree node 'ENSLOCP00000021327' (0x7fcbf77ebc1), 0.6249589999999999)",135,67,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2396.nh,19.548229999999986,1.51347,0.0,"(Tree node 'ENSSARP00000010655' (0x7fcbf7797e9), 1.9971209999999997)","(Tree node 'ENSPMAP00000010384' (0x7fcbf77ac8d), 1.2186180000000002)",131,68,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2398.nh,18.764046,0.588068,0.0,"(Tree node 'ENSCSAVP00000012762' (0x7fcbf7757c5), 1.549989)","(Tree node 'ENSLACP00000020050' (0x7fcbf775765), 1.025696)",131,65,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2357.nh,18.209940999999997,0.842208,0.0,"(Tree node 'ENSAMXP00000009089' (0x7fcbf7784d9), 1.388537)","(Tree node 'ENSXETP00000021560' (0x7fcbf776f75), 0.6316700000000001)",132,64,68,0
/home/gideon/Documents/mphil_internship/Trees/23/237.nh,103.6650660000001,2.38394,0.0,"(Tree node 'ENSSHAP00000000736' (0x7fcbf76a0dd), 2.933064)","(Tree node 'ENSOANP00000010792' (0x7fcbf770b5d), 0.2655929999999998)",721,68,653,0
/home/gideon/Documents/mphil_internship/Trees/23/2312.nh,19.77615300000002,0.551748,0.0,"(Tree node 'ENSTRUP00000040974' (0x7fcbf761775), 1.213848)","(Tree node 'ENSLACP00000010197' (0x7fcbf761755), 0.596503)",133,62,71,0
/home/gideon/Documents/mphil_internship/Trees/23/233.nh,150.37725300000002,3.01901,0.0,"(Tree node 'ENSGALP00000032917' (0x7fcbf757a41), 6.896748)","(Tree node 'ENSPFOP00000009105' (0x7fcbf75e3b1), 0.12646199999999985)",728,65,663,0
/home/gideon/Documents/mphil_internship/Trees/23/2307.nh,22.089145000000016,1.38818,0.0,"(Tree node 'FBpp0293798' (0x7fcbf74da4d), 1.5241149999999999)","(Tree node 'FBpp0077857' (0x7fcbf752f31), 0.440895)",133,69,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2344.nh,24.79816699999998,1.34105,0.0,"(Tree node 'ENSDNOP00000032233' (0x7fcbf74ff25), 2.011566)","(Tree node 'ENSPSIP00000019609' (0x7fcbf74da8d), 0.660556)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2319.nh,32.69129900000001,3.23656,0.0,"(Tree node 'ENSLACP00000013240' (0x7fcbf74aab9), 3.72176)","(Tree node 'ENSOANP00000016090' (0x7fcbf749405), 0.642376)",133,63,70,0
/home/gideon/Documents/mphil_internship/Trees/23/2343.nh,25.269304999999996,1.39688,0.0,"(Tree node 'ENSCINP00000031482' (0x7fcbf74aae1), 2.300796)","(Tree node 'ENSLOCP00000005709' (0x7fcbf7454f1), 0.9413209999999997)",133,66,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2305.nh,20.674033000000005,0.590293,0.0,"(Tree node 'ENSOANP00000026751' (0x7fcbf7474f9), 1.056496)","(Tree node 'ENSLACP00000000524' (0x7fcbf7480fd), 0.4029640000000003)",134,60,74,0
/home/gideon/Documents/mphil_internship/Trees/23/2334.nh,26.68639400000001,2.12421,0.0,"(Tree node 'FBpp0302745' (0x7fcbf743569), 2.12421)","(Tree node 'ENSMODP00000036523' (0x7fcbf748a69), 0.5990709999999999)",133,65,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2380.nh,22.269949000000004,0.9098,0.0,"(Tree node 'ENSORLP00000009479' (0x7fcbf73df61), 1.7740329999999997)","(Tree node 'ENSLOCP00000013640' (0x7fcbf744ac9), 0.7649279999999999)",131,60,71,0
/home/gideon/Documents/mphil_internship/Trees/23/2397.nh,100023.18409700006,100000.0,0.0,"(Tree node 'ENSOANP00000032732' (0x7fcbf73f7b1), 100002.732811)","(Tree node 'ENSLOCP00000018126' (0x7fcbf73f79d), 1.294193)",131,64,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2399.nh,17.220736999999996,1.60893,0.0,"(Tree node 'ENSDARP00000110228' (0x7fcbf73aa31), 1.6209889999999998)","(Tree node 'ENSPMAP00000008266' (0x7fcbf73b5d1), 0.5628819999999999)",131,66,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2311.nh,15.52788200000001,1.40905,0.0,"(Tree node 'ENSCSAVP00000006951' (0x7fcbf736d09), 1.4262109999999995)","(Tree node 'ENSPMAP00000008083' (0x7fcbf7362f5), 0.4091159999999995)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2372.nh,16.120469,1.18865,0.0,"(Tree node 'ENSOGAP00000001204' (0x7fcbf7381bd), 1.18865)","(Tree node 'ENSPMAP00000001148' (0x7fcbf731835), 0.4081429999999998)",132,65,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2366.nh,18.312154000000007,0.719579,0.0,"(Tree node 'FBpp0087058' (0x7fcbf731855), 1.31299)","(Tree node 'ENSOANP00000028769' (0x7fcbf7318e5), 0.6034619999999999)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2330.nh,20.14555799999998,1.12103,0.0,"(Tree node 'ENSOANP00000031572' (0x7fcbf734c91), 2.402818)","(Tree node 'ZC506.3.3' (0x7fcbf734171), 0.700492)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2304.nh,19.831908999999992,0.904161,0.0,"(Tree node 'ENSAMXP00000016147' (0x7fcbf7299b9), 1.5620229999999995)","(Tree node 'ENSPMAP00000002424' (0x7fcbf7299cd), 0.3829579999999995)",134,60,74,0
/home/gideon/Documents/mphil_internship/Trees/23/2300.nh,21.122390999999997,1.55656,0.0,"(Tree node 'ENSAMEP00000010232' (0x7fcbfcb3681), 1.5565640000000003)","(Tree node 'ENSCINP00000007104' (0x7fcc03cd391), 0.7471110000000002)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2365.nh,18.335906999999988,1.60424,0.0,"(Tree node 'ENSOANP00000032262' (0x7fcbf72a3dd), 1.8233920000000003)","(Tree node 'ENSLOCP00000019771' (0x7fcc03cd369), 0.6859750000000002)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2376.nh,21.090600000000013,1.57016,0.0,"(Tree node 'YKR053C' (0x7fcbf94c235), 2.043006000000001)","(Tree node 'ENSCINP00000026500' (0x7fcbf94c22d), 1.1700530000000007)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2306.nh,24.400674,1.41781,0.0,"(Tree node 'Y56A3A.22' (0x7fcbf94b071), 1.945935)","(Tree node 'ENSLOCP00000007752' (0x7fcbf94b0d1), 1.166773)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2385.nh,18.19505700000001,1.66606,0.0,"(Tree node 'F13H10.2a' (0x7fcbf94e795), 1.8022070000000001)","(Tree node 'ENSLACP00000017711' (0x7fcbf94ef31), 0.577254)",131,67,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2339.nh,13.051523000000001,0.286434,0.0,"(Tree node 'ENSDORP00000002505' (0x7fcbfa6e18d), 0.638089)","(Tree node 'ENSMICP00000000596' (0x7fcbfa6d7fd), 0.20249999999999993)",133,37,96,0
/home/gideon/Documents/mphil_internship/Trees/23/2377.nh,33.217281000000014,1.2071,0.0,"(Tree node 'ENSACAP00000019617' (0x7fcbfbd933d), 1.4729860000000001)","(Tree node 'ENSONIP00000022730' (0x7fcbfa6e735), 0.46653100000000014)",132,32,100,0
/home/gideon/Documents/mphil_internship/Trees/23/2309.nh,12.683128000000005,0.399464,0.0,"(Tree node 'ENSONIP00000026738' (0x7fcbfbc1a19), 1.1577470000000003)","(Tree node 'ENSPSIP00000000531' (0x7fcbfbdaad1), 0.3654710000000001)",133,62,71,0
/home/gideon/Documents/mphil_internship/Trees/23/230.nh,91.13837599999978,4.0476,0.0,"(Tree node 'ENSCJAP00000051222' (0x7fcbfb969d1), 5.5831669999999995)","(Tree node 'FBpp0078591' (0x7fcbfbc1a41), 0.609853)",735,70,665,0
/home/gideon/Documents/mphil_internship/Trees/23/2340.nh,19.500940999999987,2.4043,0.0,"(Tree node 'K02C4.3' (0x7fcbf96bcad), 2.404300000000001)","(Tree node 'ENSLOCP00000000955' (0x7fcbf969cf1), 1.58313)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2364.nh,23.674462999999978,3.2244,0.0,"(Tree node 'K04G2.8b' (0x7fcbf96bccd), 3.2244)","(Tree node 'ENSCINP00000014027' (0x7fcbf96bcdd), 0.27822)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2384.nh,28.285317999999986,1.1936,0.0,"(Tree node 'ENSTRUP00000012307' (0x7fcc0334479), 1.9333270000000002)","(Tree node 'ENSPMAP00000010259' (0x7fcc0331445), 0.7994320000000001)",131,69,62,0
/home/gideon/Documents/mphil_internship/Trees/23/2335.nh,19.516829000000012,2.13507,0.0,"(Tree node 'ZK524.1' (0x7fcbf9ea225), 2.66471)","(Tree node 'FBpp0077850' (0x7fcbf9ea231), 0.447922)",133,70,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2349.nh,12.584665999999995,0.572431,0.0,"(Tree node 'ENSDNOP00000020359' (0x7fcbf9ff84d), 1.071189)","(Tree node 'FBpp0303562' (0x7fcbf9e9855), 0.314547)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2314.nh,21.032859999999985,1.23035,0.0,"(Tree node 'ENSOANP00000025426' (0x7fcbf9ff6e9), 3.168743000000001)","(Tree node 'YDL055C' (0x7fcbfe6559d), 0.38724800000000087)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2351.nh,17.212228999999997,0.603666,0.0,"(Tree node 'ENSAMEP00000014271' (0x7fcbfe65a35), 1.0904280000000002)","(Tree node 'ENSLOCP00000017951' (0x7fcbfe68975), 0.3943580000000001)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2326.nh,22.199151999999973,2.52922,0.0,"(Tree node 'ENSCINP00000023928' (0x7fcbfa8fcf9), 2.5292200000000005)","(Tree node 'ENSMLUP00000002693' (0x7fcbfa8e0b1), 1.6158750000000004)",133,66,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2323.nh,23.44723699999997,3.53954,0.0,"(Tree node 'ENSGMOP00000014463' (0x7fcc02e0b2d), 4.239438000000001)","(Tree node 'ENSPMAP00000000013' (0x7fcbfa8db19), 0.732008)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2383.nh,17.499012999999998,1.38011,0.0,"(Tree node 'ENSCINP00000022921' (0x7fcc02de655), 1.8076549999999998)","(Tree node 'ENSPMAP00000005849' (0x7fcc02de649), 0.5273349999999999)",131,66,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2395.nh,21.19405500000001,0.840831,0.0,"(Tree node 'ENSSHAP00000021590' (0x7fcc0308011), 1.9282729999999997)","(Tree node 'ENSPSIP00000003770' (0x7fcc0305709), 0.5272999999999998)",131,52,79,0
/home/gideon/Documents/mphil_internship/Trees/23/2392.nh,15.872183000000007,1.11228,0.0,"(Tree node 'FBpp0289099' (0x7fcc0308799), 1.553635)","(Tree node 'FBpp0071970' (0x7fcc03087a1), 0.37565000000000004)",131,61,70,0
/home/gideon/Documents/mphil_internship/Trees/23/2390.nh,23.594847999999992,1.91327,0.0,"(Tree node 'F56D12.4a' (0x7fcc00222ad), 2.027535)","(Tree node 'ENSPMAP00000007152' (0x7fcc00234b5), 0.9888880000000003)",131,65,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2325.nh,22.33101400000001,2.44398,0.0,"(Tree node 'FBpp0303226' (0x7fcbfe1ee45), 2.44398)","(Tree node 'ENSPMAP00000005548' (0x7fcbfe1da2d), 1.2468670000000004)",133,65,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2308.nh,15.31399399999999,0.673448,0.0,"(Tree node 'ENSFCAP00000020626' (0x7fcbfe20389), 1.122277)","(Tree node 'FBpp0084774' (0x7fcc01a3429), 0.42999299999999974)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2332.nh,22.429163000000006,2.15225,0.0,"(Tree node 'T01G1.3' (0x7fcc01a125d), 2.152250000000001)","(Tree node 'ENSLACP00000006052' (0x7fcc01a124d), 1.3214380000000008)",133,69,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2387.nh,10.681832000000012,0.476958,0.0,"(Tree node 'ENSMPUP00000006293' (0x7fcc01a1291), 0.57845)","(Tree node 'ENSTBEP00000003954' (0x7fcbfff6f21), 0.127284)",131,32,99,0
/home/gideon/Documents/mphil_internship/Trees/23/2333.nh,15.344963000000009,1.78686,0.0,"(Tree node 'ENSSSCP00000024199' (0x7fcbfd1d659), 2.5953759999999986)","(Tree node 'FBpp0077125' (0x7fcbfd1d6b5), 0.1101749999999996)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2321.nh,18.932186999999992,2.13182,0.0,"(Tree node 'F46B6.3b' (0x7fcbfd1d6cd), 2.13182)","(Tree node 'ENSLACP00000007494' (0x7fcbfd1df8d), 1.083431)",133,67,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2369.nh,23.00789600000001,1.65017,0.0,"(Tree node 'ENSAMXP00000020176' (0x7fcbfb30c05), 2.5032089999999996)","(Tree node 'ENSCINP00000030588' (0x7fcbfb2fb05), 1.6353999999999997)",132,69,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2382.nh,17.230839999999986,1.789,0.0,"(Tree node 'ENSAMXP00000003469' (0x7fcbfb2e125), 1.8308239999999998)","(Tree node 'FBpp0076411' (0x7fcbff4f5b1), 0.5793089999999999)",131,69,62,0
/home/gideon/Documents/mphil_internship/Trees/23/2303.nh,13.985597000000002,1.03443,0.0,"(Tree node 'ENSXETP00000024412' (0x7fcbff4cddd), 1.319067)","(Tree node 'ENSAMXP00000007367' (0x7fcbff50251), 0.31479899999999994)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2316.nh,18.63914799999999,1.07347,0.0,"(Tree node 'ENSTGUP00000002254' (0x7fcbfbc9b49), 1.2508099999999995)","(Tree node 'FBpp0072312' (0x7fcbff4f28d), 0.250729)",133,66,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2379.nh,41.415458999999956,4.26493,0.0,"(Tree node 'ENSETEP00000015384' (0x7fcbfbcc8e1), 5.535800999999999)","(Tree node 'ENSACAP00000004599' (0x7fcbffb19d5), 0.022902999999999722)",131,64,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2341.nh,24.61355999999997,1.23703,0.0,"(Tree node 'ENSONIP00000010373' (0x7fcbffb3009), 2.467255)","(Tree node 'ENSOANP00000029598' (0x7fcbffb3715), 0.6123109999999999)",133,64,69,0
/home/gideon/Documents/mphil_internship/Trees/23/2338.nh,15.106667999999994,1.68085,0.0,"(Tree node 'ENSGMOP00000014629' (0x7fcbfee2b61), 1.7075405000000003)","(Tree node 'FBpp0271736' (0x7fcbffb301d), 0.5399645)",133,68,65,0
/home/gideon/Documents/mphil_internship/Trees/23/234.nh,94.91843500000002,2.21561,0.0,"(Tree node 'FBpp0071750' (0x7fcc01470c9), 5.769887000000001)","(Tree node 'YGL167C' (0x7fcc0245c55), 0.7056510000000007)",727,73,654,0
/home/gideon/Documents/mphil_internship/Trees/23/2345.nh,13.586660000000016,0.904717,0.0,"(Tree node 'ENSTNIP00000022834' (0x7fcc0247c59), 1.006301)","(Tree node 'ENSPMAP00000007958' (0x7fcc0247c65), 0.5960799999999999)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2378.nh,25.77472399999999,3.84623,0.0,"(Tree node 'ENSETEP00000010873' (0x7fcc02ce421), 5.675097)","(Tree node 'ENSMEUP00000006234' (0x7fcc02457d5), 0.04444200000000005)",131,63,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2394.nh,100038.22120700001,100000.0,0.0,"(Tree node 'ENSLACP00000000641' (0x7fcc02d08ed), 100003.738779)","(Tree node 'ENSCSAVP00000004287' (0x7fcc01494c1), 0.2980770000000002)",131,9,122,0
/home/gideon/Documents/mphil_internship/Trees/23/2324.nh,25.469596999999997,2.30004,0.0,"(Tree node 'ENSORLP00000014714' (0x7fcc014a9bd), 2.83671)","(Tree node 'ENSLACP00000006973' (0x7fcc014adc1), 0.6381399999999999)",133,63,70,0
/home/gideon/Documents/mphil_internship/Trees/23/2363.nh,20.22173749999998,1.59983,0.0,"(Tree node 'C32E8.7' (0x7fcc0148d11), 1.6325775)","(Tree node 'ENSMODP00000021941' (0x7fcc025c54d), 0.8677780000000003)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2374.nh,17.4245485,1.25949,0.0,"(Tree node 'YLR163C' (0x7fcc0276055), 1.2594899999999996)","(Tree node 'FBpp0082459' (0x7fcc027604d), 0.5291504999999996)",132,70,62,0
/home/gideon/Documents/mphil_internship/Trees/23/239.nh,101.58262799999979,0.914719,0.0,"(Tree node 'ENSOANP00000002187' (0x7fcc0275a89), 1.8788000000000002)","(Tree node 'ENSACAP00000014787' (0x7fcc02a6589), 0.6433309999999997)",719,67,652,0
/home/gideon/Documents/mphil_internship/Trees/23/2371.nh,23.305453000000007,3.02767,0.0,"(Tree node 'ENSDARP00000105082' (0x7fcbfe22c91), 3.284313)","(Tree node 'ENSLOCP00000021153' (0x7fcbfe22c8d), 0.528983)",132,64,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2368.nh,28.412310999999978,3.75552,0.0,"(Tree node 'ENSOANP00000029683' (0x7fcbff90e59), 4.55975)","(Tree node 'ENSTNIP00000009317' (0x7fcbfd991a9), 0.46922200000000003)",132,65,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2361.nh,17.743865,2.26568,0.0,"(Tree node 'ENSOCUP00000022199' (0x7fcbff92de1), 2.2656840000000007)","(Tree node 'FBpp0079233' (0x7fcbff90ec5), 0.87653)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2358.nh,23.336238000000026,2.44632,0.0,"(Tree node 'ENSNLEP00000023883' (0x7fcbfc13fbd), 2.735186)","(Tree node 'ENSLOCP00000011186' (0x7fcbfc11d4d), 0.8146519999999999)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2348.nh,19.80545500000001,2.02058,0.0,"(Tree node 'ENSTRUP00000016681' (0x7fcbfc12c75), 2.020583)","(Tree node 'ENSLOCP00000006225' (0x7fcbfc12c91), 1.315079)",132,65,67,0
/home/gideon/Documents/mphil_internship/Trees/23/231.nh,400063.7266489999,100000.0,0.0,"(Tree node 'ENSMLUP00000001371' (0x7fcc02e55b1), 100000.495485)","(Tree node 'ENSECAP00000010455' (0x7fcc009f519), -2.185751579730777e-16)",731,45,686,0
/home/gideon/Documents/mphil_internship/Trees/23/2352.nh,19.496104000000013,2.12991,0.0,"(Tree node 'C34B4.1b' (0x7fcc009f549), 2.12991)","(Tree node 'ENSLOCP00000017229' (0x7fcc02d413d), 0.8246160000000005)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2373.nh,12.265258000000012,1.03291,0.0,"(Tree node 'ENSCINP00000032704' (0x7fcc0235271), 1.099069)","(Tree node 'ENSECAP00000002289' (0x7fcc023526d), 0.184315)",132,67,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2322.nh,18.079682000000005,0.90954,0.0,"(Tree node 'ENSAMXP00000006515' (0x7fcc0237c4d), 1.2895249999999998)","(Tree node 'FBpp0073822' (0x7fcc0237cc5), 0.3654630000000001)",133,69,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2313.nh,17.53080900000002,1.25564,0.0,"(Tree node 'ENSMODP00000020122' (0x7fcc000546d), 2.1923280000000003)","(Tree node 'T10H4.13' (0x7fcc0237cd9), 1.218764)",133,66,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2386.nh,20.02859799999998,1.54328,0.0,"(Tree node 'ENSGACP00000008843' (0x7fcc00088cd), 2.1377610000000002)","(Tree node 'ENSPSIP00000009838' (0x7fcc0008ad9), 1.1947070000000002)",131,63,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2359.nh,20.522360999999993,1.54152,0.0,"(Tree node 'C11H1.3' (0x7fcc024ab35), 1.630378)","(Tree node 'ENSAMXP00000018310' (0x7fcc0249ce5), 0.7415800000000002)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2375.nh,17.86611700000002,0.765404,0.0,"(Tree node 'ENSOANP00000032392' (0x7fcc02414e5), 1.3093)","(Tree node 'ENSCINP00000032667' (0x7fcc0244665), 0.4770380000000001)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2354.nh,22.846643000000007,1.93624,0.0,"(Tree node 'F55A11.11' (0x7fcc0244691), 2.7648349999999997)","(Tree node 'ENSCSAVP00000017085' (0x7fcc024398d), 0.6868669999999999)",132,69,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2388.nh,15.608645999999997,1.17287,0.0,"(Tree node 'Y71H2AM.2' (0x7fcc00269cd), 1.478534)","(Tree node 'ENSLOCP00000000735' (0x7fcc0027a0d), 0.8394910000000002)",131,66,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2362.nh,24.593065000000028,1.50599,0.0,"(Tree node 'ENSMUSP00000106621' (0x7fcc032091d), 2.7033810000000003)","(Tree node 'ENSOANP00000017681' (0x7fcc00269d1), 0.007555)",132,63,69,0
/home/gideon/Documents/mphil_internship/Trees/23/2346.nh,11.680978000000014,0.438039,0.0,"(Tree node 'ENSTNIP00000016715' (0x7fcc032015d), 1.1115720000000002)","(Tree node 'ENSLACP00000009111' (0x7fcc031f96d), 0.31545799999999996)",132,64,68,0
/home/gideon/Documents/mphil_internship/Trees/23/2353.nh,23.60294699999999,2.28608,0.0,"(Tree node 'ZK550.3' (0x7fcbfdb5a41), 3.2846089999999997)","(Tree node 'ENSCSAVP00000002154' (0x7fcbfdb5a29), 0.9043719999999997)",132,68,64,0
/home/gideon/Documents/mphil_internship/Trees/23/2356.nh,19.073796500000007,0.537883,0.0,"(Tree node 'ENSTNIP00000012873' (0x7fcbfdb6a19), 0.9881364999999999)","(Tree node 'ENSLACP00000021433' (0x7fcbfdb4de1), 0.4209395)",132,63,69,0
/home/gideon/Documents/mphil_internship/Trees/23/2336.nh,17.319748999999998,0.510917,0.0,"(Tree node 'ENSORLP00000004181' (0x7fcbfb3e751), 0.9784039999999999)","(Tree node 'ENSXETP00000035102' (0x7fcbfb3e721), 0.52932)",133,62,71,0
/home/gideon/Documents/mphil_internship/Trees/23/2342.nh,16.52875800000001,1.02249,0.0,"(Tree node 'ENSOANP00000016088' (0x7fcbfd118bd), 1.2460729999999995)","(Tree node 'ENSPMAP00000003665' (0x7fcbfd1270d), 0.5382769999999997)",133,68,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2302.nh,18.677775999999998,0.885007,0.0,"(Tree node 'ENSMMUP00000037912' (0x7fcbfd12689), 1.834428)","(Tree node 'FBpp0077378' (0x7fcbff40d25), 0.5392770000000001)",134,67,67,0
/home/gideon/Documents/mphil_internship/Trees/23/238.nh,96.78527599999993,6.15601,0.0,"(Tree node 'ENSPMAP00000005544' (0x7fcbff4331d), 7.137856)","(Tree node 'ENSOANP00000031576' (0x7fcbff42bd1), 0.37559500000000023)",721,74,647,0
/home/gideon/Documents/mphil_internship/Trees/23/2327.nh,17.412647000000007,1.02361,0.0,"(Tree node 'ENSAMXP00000009586' (0x7fcbfc69421), 1.4683069999999998)","(Tree node 'F36H2.1a' (0x7fcbfc6b52d), 0.5628569999999993)",133,68,65,0
/home/gideon/Documents/mphil_internship/Trees/23/2381.nh,23.024264000000027,3.26982,0.0,"(Tree node 'ENSXMAP00000007696' (0x7fcbfc6b579), 3.2698259999999997)","(Tree node 'ENSLOCP00000013270' (0x7fcbfc6b585), 2.274645)",131,65,66,0
/home/gideon/Documents/mphil_internship/Trees/23/2320.nh,14.749375000000006,1.04359,0.0,"(Tree node 'ENSCINP00000029063' (0x7fcbfe4d391), 1.5866630000000002)","(Tree node 'ENSPMAP00000004135' (0x7fcbfe4d37d), 0.614997)",133,66,67,0
/home/gideon/Documents/mphil_internship/Trees/23/2350.nh,14.537950999999998,1.16191,0.0,"(Tree node 'YLR378C' (0x7fcc02185b5), 1.16191)","(Tree node 'FBpp0078896' (0x7fcbfe4d3a1), 0.239226)",132,69,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2370.nh,27.856582999999986,2.76306,0.0,"(Tree node 'ENSOANP00000028349' (0x7fcc0216fe1), 3.225556)","(Tree node 'ENSPMAP00000007428' (0x7fcc0218705), 1.216663)",132,69,63,0
/home/gideon/Documents/mphil_internship/Trees/23/2389.nh,27.737306999999998,0.977795,0.0,"(Tree node 'ENSPFOP00000011181' (0x7fcc0252b69), 1.6837809999999998)","(Tree node 'ENSDARP00000118760' (0x7fcc02541e1), 0.637672)",131,46,85,0
/home/gideon/Documents/mphil_internship/Trees/23/2331.nh,15.960441999999992,0.765768,0.0,"(Tree node 'C09G4.3' (0x7fcc0252115), 1.481728)","(Tree node 'ENSCSAVP00000002075' (0x7fcc02521e9), 0.7000460000000001)",133,67,66,0
